"RIL-seq RNA pairs identified in E. coli (stationary phase) by Melamed et. al., Moleceular Cell 2016 (Table S2)'. Coordinates - E. coli K12 MG1655 (NC_000913.2) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNA1 name,RNA2 name,# of chimeric fragments,# of libraries,Odds Ratio,Normalized Odds Ratio,Fisher's exact test p-value,Free energy of hybridization (kcal/mol),Genomic annotation of RNA1,Genomic annotation of RNA2,RNA1 description,RNA2 description,RNA1 from,RNA1 to,RNA1 strand,RNA2 from,RNA2 to,RNA2 strand,Other fragments of RNA1,Other fragments of RNA2,Total other fragments,RNA1 in total RNA (# of reads),RNA2 in total RNA (# of reads),RNA1 IP/Total ratio,RNA2 IP/Total ratio,RNA1 EcoCyc ID,RNA2 EcoCyc ID,Code,Number
arcZ,rsmA,29,1,6.7,2.1,2.88E-08,-9.7,sRNA,CDS,-,"16S rRNA dimethyladenosine transferase, SAM-dependent",3348636,3348679,+,52372,52482,-,92389,1080,23162308,1592,63,108.6,32.9,G0-8871,EG10523,arcZ::rsmA,192
ecnB,ruvA.5UTR,11,U,75.7,9.9,7.23E-11,-1.2,CDS,5UTR,entericidin B membrane lipoprotein,"component of RuvABC resolvasome, regulatory subunit",4374553,4374695,+,1944043,1944051,-,5003,675,23250117,505,16,18.6,80.2,G0-9562,RUVA.5UTR,ecnB::ruvA,1686
ompA.5UTR,ruvA.5UTR,17,1,12.1,4.1,1.41E-06,-2.4,5UTR,5UTR,outer membrane protein A (3a;II*;G;d),"component of RuvABC resolvasome, regulatory subunit",1019258,1019410,-,1944041,1944051,-,48682,669,23206438,1900,16,48.0,80.2,EG10669.5UTR,RUVA.5UTR,ompA::ruvA,1787
rmf.5UTR,ruvA.5UTR,26,1,14.4,0.3,1.69E-14,-9.7,5UTR,5UTR,ribosome modulation factor,"component of RuvABC resolvasome, regulatory subunit",1014897,1015117,+,1944042,1944094,-,63608,660,23191512,41138,16,2.9,80.2,EG50004.5UTR,RUVA.5UTR,rmf::ruvA,1817
tsx.5UTR,rybB,11,U,28.0,14.0,3.58E-06,-3.4,5UTR,sRNA,"nucleoside channel, receptor of phage T6 and colicin K",-,431272,431315,-,887199,887203,-,321,28442,23227032,11,51,56.5,1044.0,EG11035.5UTR,G0-8880,rybB::tsx,1078
fadL,rybB,11,1,16.5,9.7,8.66E-04,-9.1,CDS,sRNA,long-chain fatty acid outer membrane transporter,-,2459306,2459359,+,887200,887201,-,545,28442,23226808,16,51,65.0,1044.0,EG10280,G0-8880,fadL::rybB,1066
ompW.5UTR,rybB,47,3,10.0,5.6,8.70E-24,-4.9,5UTR,sRNA,outer membrane protein W,-,1312017,1312088,+,887199,887258,-,3833,28406,23223520,124,51,58.6,1044.0,EG11124.5UTR,G0-8880,ompW::rybB,1076
ftsI,rybB,95,3,4.4,2.0,1.84E-24,-6.3,CDS,sRNA,transpeptidase involved in septal peptidoglycan synthesis (penicillin-binding protein 3),-,92484,92591,+,887196,887243,-,17667,28358,23209686,712,51,46.7,1044.0,EG10341,G0-8880,ftsI::rybB,1067
ompC.5UTR,rybB,153,3,4.3,1.5,2.32E-41,-4.6,5UTR,sRNA,outer membrane porin protein C,-,2310706,2310852,-,887199,887200,-,48724,16849,23190080,2602,3,35.2,10605.7,EG10670.5UTR,G0-8880,ompC::rybB,1074
ompA,rybB,43,1,3.9,0.9,1.26E-06,-9.1,CDS,sRNA,outer membrane protein A (3a;II*;G;d),-,1019158,1019298,-,887200,887200,-,15105,16959,23223699,1151,3,24.6,10605.7,EG10669,G0-8880,ompA::rybB,1072
cfa.5UTR,rydC,18,1,14.8,10.4,9.14E-09,-4.5,5UTR,sRNA,cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase),-,1739311,1739371,+,1489466,1489486,-,1466,19279,23235043,37,128,75.1,282.1,EG11531.5UTR,G0-10592,cfa::rydC,1660
yrbL,rydC,40,3,91.9,7.6,6.32E-56,-5.9,CDS,sRNA,predicted protein,-,3346454,3346500,+,1489466,1489474,-,525,19257,23235984,122,128,8.7,282.1,G7667,G0-10592,rydC::yrbL,1827
pheA,rydC,16,U,31.0,4.2,4.49E-12,-7.2,CDS,sRNA,fused chorismate mutase P/prephenate dehydratase,-,2735742,2735867,+,1489466,1489474,-,622,19281,23235887,83,128,14.4,282.1,EG10707,G0-10592,pheA::rydC,1805
yceD,ryeA,12,U,28.8,0.1,2.20E-07,-13.9,CDS,other-ncRNA,"conserved protein, DUF177 family",-,1146433,1146515,+,1921148,1921338,+,578,16780,23238436,323,2221,3.4,14.1,EG11119,G0-8865,ryeA::yceD,1084
lpp,ryfD,219,3,22.0,0.0,2.92E-197,-11.3,CDS,other-ncRNA,murein lipoprotein,-,1755403,1755491,+,2732172,2732433,-,9677,23929,23221981,2320,31080,8.0,1.5,EG10544,G0-10600,lpp::ryfD,1087
lpp,ryfD,37,3,6.8,0.0,2.44E-12,-4.7,CDS,other-ncRNA,murein lipoprotein,-,1755517,1755683,+,2732208,2732288,-,14827,8584,23232358,10022,16078,2.8,1.0,EG10544,G0-10600,lpp::ryfD,1086
dmsA.5UTR,ryhB,112,3,1425.1,562.5,4.17E-296,-15.2,5UTR,sRNA,"dimethyl sulfoxide reductase, anaerobic, subunit A",-,940044,940245,+,3578945,3579023,-,1528,1196,23252970,60,28,51.2,87.4,EG10232.5UTR,G0-8872,dmsA::ryhB,1091
sdhC,ryhB,10,U,103.0,30.7,9.80E-11,-13.7,CDS,sRNA,"succinate dehydrogenase, membrane subunit, binds cytochrome b556",-,754716,754765,+,3578946,3578993,-,1788,1262,23252746,108,14,31.2,170.0,EG10933,G0-8872,ryhB::sdhC,1092
aspA,ryhB,13,U,35.1,4.2,1.50E-09,-8.6,CDS,sRNA,aspartate ammonia-lyase,-,4364869,4365137,-,3578945,3578982,-,6845,1259,23247689,1034,14,12.4,170.0,EG10095,G0-8872,aspA::ryhB,1090
gadY,ryjA,16,1,25.2,0.8,1.10E-10,-5.6,cis_AS_with_trans_t,sRNA,-,-,3662886,3662934,+,4275951,4276040,-,20584,718,23234488,239,423,161.3,3.2,G0-8914,G0-8875,gadY::ryjA,7
rmf,ryjB,10,U,18.6,0.0,2.02E-03,-8.9,CDS,other-ncRNA,ribosome modulation factor,-,1014919,1014990,+,4526025,4526099,+,44812,279,23210705,13313,3082,6.3,0.2,EG50004,G0-10609,rmf::ryjB,1100
dcuA.5UTR,ryjB.sgcQ.IGR,23,2,132.7,0.5,6.60E-34,-4.7,5UTR,IGR,C4-dicarboxylate antiporter,- : KpLE2 phage-like element; predicted nucleoside triphosphatase,4364810,4364884,-,4526130,4526138,+,1558,2587,23251638,131,2931,22.6,1.7,EG11225.5UTR,G0-10609.G7915.IGR,dcuA::ryjB.sgcQ.IGR,1096
aceK,ryjB.sgcQ.IGR,145,3,9.5,0.2,3.80E-79,-3.9,CDS,IGR,isocitrate dehydrogenase kinase/phosphatase,- : KpLE2 phage-like element; predicted nucleoside triphosphatase,4216605,4216793,+,4526101,4526138,+,143766,2465,23109430,1554,2931,173.3,1.7,EG10026,G0-10609.G7915.IGR,aceK::ryjB.sgcQ.IGR,1094
kgtP,ryjB.sgcQ.IGR,18,U,6.3,0.0,8.77E-03,-6.0,CDS,IGR,alpha-ketoglutarate transporter,- : KpLE2 phage-like element; predicted nucleoside triphosphatase,2723771,2723825,-,4526039,4526138,+,23052,2881,23229855,466,6013,92.6,0.9,EG10522,G0-10609.G7915.IGR,kgtP::ryjB.sgcQ.IGR,1097
cspE,ryjB.sgcQ.IGR,39,1,3.9,0.0,1.31E-05,-10.2,CDS,IGR,DNA-binding transcriptional repressor,- : KpLE2 phage-like element; predicted nucleoside triphosphatase,656508,656723,+,4526080,4526218,+,73931,3109,23178727,6600,6035,21.0,1.0,EG12179,G0-10609.G7915.IGR,cspE::ryjB.sgcQ.IGR,1095
gadY,sdhC,18,1,7.3,2.2,9.43E-04,-8.7,cis_AS_with_trans_t,CDS,-,"succinate dehydrogenase, membrane subunit, binds cytochrome b556",3662886,3662889,+,754655,754830,+,11524,4996,23239268,77,292,280.5,32.1,G0-8914,EG10933,gadY::sdhC,652
ycgB.5UTR,sdsR,55,2,68.2,66.9,1.03E-70,-6.4,5UTR,sRNA,conserved protein,-,1236507,1236509,-,1921128,1921184,-,326,57420,23198005,6,963,118.8,111.7,EG11516.5UTR,G0-8883,sdsR::ycgB,1174
G0-10698,sdsR,185,3,45.1,45.1,9.52E-219,-9.2,other-ncRNA,sRNA,-,-,1668998,1669100,-,1921126,1921187,-,1661,57290,23196670,19,963,181.8,111.7,G0-10698,G0-8883,G0-10698::sdsR,1101
zapC,sdsR,32,2,33.1,33.1,8.30E-30,-11.1,CDS,sRNA,-,-,1005108,1005198,+,1921127,1921196,-,390,57443,23197941,5,963,157.9,111.7,G6486,G0-8883,sdsR::zapC,1192
insH-3.lnt.IGR,sdsR,21,1,403.8,30.6,4.45E-37,-2.4,IGR,sRNA,- : apolipoprotein N-acyltransferase,-,688409,688493,+,1921127,1921157,-,21,57454,23198310,9,963,8.7,111.7,G6360.EG10168.IGR,G0-8883,insH-3.lnt.IGR::sdsR,1140
aphA,sdsR,54,2,66.3,28.6,9.45E-69,-9.1,CDS,sRNA,"acid phosphatase/phosphotransferase, class B, non-specific",-,4267381,4267449,+,1921127,1921156,-,329,57421,23198002,15,963,47.8,111.7,EG11934,G0-8883,aphA::sdsR,1107
fumC.5UTR,sdsR,502,3,84.5,25.4,0.00E+00,-11.0,5UTR,sRNA,"fumarate hydratase (fumarase C),aerobic Class II",-,1684350,1684777,-,1921126,1921200,-,2420,56973,23195911,174,963,31.4,111.7,EG10358.5UTR,G0-8883,fumC::sdsR,1123
artI,sdsR,57,3,107.6,25.1,1.46E-83,-7.3,CDS,sRNA,arginine transporter subunit,-,902202,902238,-,1921128,1921193,-,214,57418,23198117,20,963,25.4,111.7,EG11625,G0-8883,artI::sdsR,1111
tamA,sdsR,23,1,51.6,23.6,4.33E-24,-9.3,CDS,sRNA,-,-,4440349,4440395,+,1921128,1921154,-,180,57452,23198151,7,963,54.3,111.7,G7874,G0-8883,sdsR::tamA,1165
htrL,sdsR,12,U,23.4,23.1,2.95E-06,-4.2,CDS,sRNA,-,-,3791108,3791143,-,1921128,1921183,-,207,57463,23198124,3,963,136.6,111.7,EG11188,G0-8883,htrL::sdsR,1138
kgtP.rrfG.IGR,sdsR,95,3,43.4,18.7,1.45E-108,-15.7,IGR,sRNA,alpha-ketoglutarate transporter : 5S ribosomal RNA of rrnG operon,-,2723856,2723982,+,1921127,1921203,-,884,57456,23197371,30,1369,61.1,78.7,EG10522.EG30075.IGR,G0-8883,kgtP.rrfG.IGR::sdsR,1145
sdaC.ygdH.IGR,sdsR,13,U,122.1,17.6,1.07E-15,-5.3,IGR,sRNA,"conserved protein, UPF0717 family : predicted serine transporter",-,2925807,2925990,-,1921128,1921151,-,43,57462,23198288,6,963,17.5,111.7,EG12142.EG12373.IGR,G0-8883,sdaC.ygdH.IGR::sdsR,1179
ybcM,sdsR,16,U,16.9,16.9,5.63E-08,-4.9,CDS,sRNA,DLP12 prophage; predicted DNA-binding transcriptional regulator,-,571436,571497,+,1921128,1921155,-,383,57459,23197948,5,963,149.3,111.7,G6302,G0-8883,sdsR::ybcM,1171
yhcO,sdsR,25,2,15.0,15.0,3.65E-14,-7.6,CDS,sRNA,predicted barnase inhibitor,-,3383913,3383992,-,1921127,1921191,-,675,57450,23197656,6,963,218.3,111.7,G7684,G0-8883,sdsR::yhcO,1182
ung,sdsR,15,U,25.4,14.5,1.23E-09,-5.6,CDS,sRNA,uracil-DNA-glycosylase,-,2715070,2715298,+,1921128,1921153,-,238,57460,23198093,7,963,67.6,111.7,EG11058,G0-8883,sdsR::ung,1168
lpp.pykF.IGR,sdsR,34,1,13.5,13.5,1.07E-19,-5.5,IGR,sRNA,pyruvate kinase I : murein lipoprotein,-,1755275,1755371,-,1921127,1921181,-,1018,57441,23197313,10,963,196.9,111.7,EG10544.EG10804.IGR,G0-8883,lpp.pykF.IGR::sdsR,1154
prlC.5UTR,sdsR,11,U,62.5,13.2,1.22E-09,-5.7,5UTR,sRNA,oligopeptidase A,-,3643222,3643234,-,1921128,1921131,-,71,57464,23198260,6,963,25.6,111.7,EG11441.5UTR,G0-8883,prlC::sdsR,1153
yhhT,sdsR,14,U,48.7,12.7,2.58E-12,-4.6,CDS,sRNA,"inner membrane protein, predicted membrane permease, UPF0118 family",-,3610890,3610898,+,1921128,1921149,-,116,57461,23198215,8,963,30.4,111.7,EG12220,G0-8883,sdsR::yhhT,1183
rsmH,sdsR,208,3,50.5,11.1,5.25E-256,-8.3,CDS,sRNA,"16S rRNA m(4)C1402 methyltranserfase, SAM-dependent",-,90802,90990,+,1921126,1921203,-,1665,57343,23196590,116,1369,30.2,78.7,EG11085,G0-8883,rsmH::sdsR,1160
rssA,sdsR,126,3,24.8,10.0,5.62E-117,-9.0,CDS,sRNA,"conserved protein, patatin-like family",-,1288318,1288775,+,1921127,1921180,-,2059,57349,23196272,97,963,42.2,111.7,EG12120,G0-8883,rssA::sdsR,1161
grxC,sdsR,57,3,37.0,9.9,1.50E-59,-10.8,CDS,sRNA,glutaredoxin 3,-,3782214,3782271,-,1921127,1921198,-,622,57418,23197709,45,963,28.2,111.7,EG12294,G0-8883,grxC::sdsR,1134
degQ,sdsR,10,1,23.7,9.6,2.16E-04,-5.7,CDS,sRNA,"serine endoprotease, periplasmic",-,3379826,3379900,+,1921128,1921180,-,170,57465,23198161,7,963,48.1,111.7,G7682,G0-8883,degQ::sdsR,1120
yjeF.5UTR,sdsR,16,1,59.3,9.5,4.56E-16,-10.9,5UTR,sRNA,predicted carbohydrate kinase,-,4392010,4392098,+,1921127,1921181,-,109,57459,23198222,13,963,18.0,111.7,EG11758.5UTR,G0-8883,sdsR::yjeF,1187
yjgR,sdsR,17,U,44.3,8.6,2.03E-15,-9.8,CDS,sRNA,"conserved protein, DUF853 family with NTPase fold",-,4486515,4486786,-,1921127,1921186,-,155,57458,23198176,15,963,21.5,111.7,G7890,G0-8883,sdsR::yjgR,1188
yifK,sdsR,34,1,19.8,7.4,6.07E-25,-8.2,CDS,sRNA,predicted transporter,-,3980187,3980291,+,1921126,1921181,-,692,57441,23197639,34,963,40.0,111.7,EG11459,G0-8883,sdsR::yifK,1184
bacA,sdsR,24,1,9.9,7.2,1.65E-09,-6.2,CDS,sRNA,undecaprenyl pyrophosphate phosphatase,-,3202087,3202445,-,1921128,1921181,-,978,57451,23197353,24,963,78.1,111.7,EG11665,G0-8883,bacA::sdsR,1112
waaO,sdsR,17,U,32.5,7.0,2.64E-13,-6.1,CDS,sRNA,-,-,3800514,3800782,-,1921126,1921180,-,211,57458,23198120,18,963,23.7,111.7,EG11352,G0-8883,sdsR::waaO,1170
yihX,sdsR,35,2,18.0,6.8,1.78E-24,-8.6,CDS,sRNA,"alpha-D-Glucose-1-P phosphatase, anomer-specific",-,4073551,4073799,+,1921127,1921195,-,784,57440,23197547,38,963,40.3,111.7,EG11850,G0-8883,sdsR::yihX,1185
cysU,sdsR,10,U,13.9,6.3,3.02E-02,-9.9,CDS,sRNA,sulfate/thiosulfate transporter subunit,-,2539812,2539886,-,1921128,1921186,-,290,57465,23198041,11,963,51.0,111.7,EG10197,G0-8883,cysU::sdsR,1117
G0-10698,sdsR,23,3,6.1,6.1,3.14E-05,-7.5,other-ncRNA,sRNA,-,-,1669104,1669225,-,1921127,1921149,-,1513,57452,23196818,6,963,479.1,111.7,G0-10698,G0-8883,G0-10698::sdsR,1102
yjdC,sdsR,22,1,51.1,6.0,1.00E-22,-2.9,CDS,sRNA,predicted transcriptional regulator,-,4361081,4361200,-,1921128,1921173,-,174,57453,23198157,29,963,12.6,111.7,EG12176,G0-8883,sdsR::yjdC,1186
mutS,sdsR,15,1,46.9,5.8,2.41E-13,-4.7,CDS,sRNA,methyl-directed mismatch repair protein,-,2856397,2856452,+,1921128,1921128,-,129,57460,23198202,20,963,13.5,111.7,EG10625,G0-8883,mutS::sdsR,1149
slt.5UTR,sdsR,32,2,34.9,5.0,1.73E-30,-4.7,5UTR,sRNA,"lytic murein transglycosylase, soluble",-,4628705,4628992,+,1921126,1921182,-,370,57443,23197961,50,963,15.0,111.7,EG10950.5UTR,G0-8883,sdsR::slt,1163
fliY,sdsR,90,2,10.2,4.9,2.13E-50,-9.0,CDS,sRNA,cystine transporter subunit,-,1998108,1998484,-,1921126,1921190,-,3573,57385,23194758,136,963,50.4,111.7,G7039,G0-8883,fliY::sdsR,1121
ghrA,sdsR,13,U,10.6,4.9,4.25E-03,-4.5,CDS,sRNA,glyoxylate/hydroxypyruvate reductase A,-,1097060,1097255,+,1921128,1921135,-,496,57462,23197835,19,963,50.1,111.7,G6539,G0-8883,ghrA::sdsR,1128
uspB,sdsR,50,2,15.2,4.6,1.08E-33,-9.1,CDS,sRNA,universal stress (ethanol tolerance) protein B,-,3637343,3637425,-,1921127,1921196,-,1329,57425,23197002,81,963,31.9,111.7,EG12231,G0-8883,sdsR::uspB,1169
rsmH,sdsR,23,3,6.4,4.5,1.33E-05,-8.2,CDS,sRNA,"16S rRNA m(4)C1402 methyltranserfase, SAM-dependent",-,90677,90790,+,1921128,1921191,-,1447,57452,23196884,37,963,74.3,111.7,EG11085,G0-8883,rsmH::sdsR,1159
dcuA,sdsR,27,1,23.8,4.3,9.53E-21,-3.5,CDS,sRNA,C4-dicarboxylate antiporter,-,4364701,4364774,-,1921128,1921134,-,458,57448,23197873,48,963,18.9,111.7,EG11225,G0-8883,dcuA::sdsR,1118
hrpA,sdsR,20,U,31.9,4.1,2.06E-16,-11.5,CDS,sRNA,predicted ATP-dependent helicase,-,1483949,1484150,+,1921128,1921192,-,253,57455,23198078,37,963,13.8,111.7,G6732,G0-8883,hrpA::sdsR,1137
ddlB,sdsR,17,U,23.5,4.1,4.52E-11,-8.0,CDS,sRNA,D-alanine:D-alanine ligase,-,102901,102999,+,1921127,1921200,-,292,57458,23198039,31,963,18.7,111.7,EG10214,G0-8883,ddlB::sdsR,1119
ubiA,sdsR,16,U,26.6,4.0,6.54E-11,-4.3,CDS,sRNA,p-hydroxybenzoate octaprenyltransferase,-,4251841,4251902,+,1921128,1921186,-,243,57459,23198088,30,963,16.2,111.7,EG11370,G0-8883,sdsR::ubiA,1167
rpoS.nlpD.IGT,sdsR,284,3,4.1,4.0,3.15E-75,-7.0,IGT,sRNA,"RNA polymerase, sigma S (sigma 38) factor : activator of AmiC murein hydrolase activity, lipoprotein",-,2865601,2865700,-,1921125,1921189,-,28232,57191,23170099,527,963,101.3,111.7,EG10510.EG12111.IGT,G0-8883,rpoS.nlpD.IGT::sdsR,1158
acnB.5UTR,sdsR,394,3,30.6,3.7,0.00E+00,-8.2,5UTR,sRNA,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,-,131518,131973,+,1921127,1921198,-,5225,57081,23193106,844,963,12.5,111.7,EG12316.5UTR,G0-8883,acnB::sdsR,1104
ydcH,sdsR,67,3,16.0,3.6,3.03E-48,-7.0,CDS,sRNA,predicted protein,-,1496630,1496697,+,1921126,1921148,-,1689,57408,23196642,139,963,23.6,111.7,EG12865,G0-8883,sdsR::ydcH,1175
kdgR,sdsR,15,U,17.6,3.6,2.16E-07,-7.5,CDS,sRNA,"DNA-binding transcriptional regulator f kdgK, kdgT, eda",-,1908024,1908151,-,1921126,1921181,-,345,57460,23197986,31,963,21.7,111.7,G7003,G0-8883,kdgR::sdsR,1142
ldtD.ycbK.IGR,sdsR,65,3,62.4,3.3,3.45E-82,-7.8,IGR,sRNA,- : conserved protein,-,982150,982290,+,1921127,1921178,-,421,57410,23197910,163,963,5.6,111.7,EG11253.G6474.IGR,G0-8883,ldtD.ycbK.IGR::sdsR,1146
rssB,sdsR,10,U,25.2,3.1,1.23E-04,-11.7,CDS,sRNA,response regulator binding RpoS to initiate proteolysis by ClpXP; required for the PcnB-degradosome interaction during stationary phase,-,1290213,1290445,+,1921128,1921200,-,160,57465,23198171,24,963,13.3,111.7,EG12121,G0-8883,rssB::sdsR,1162
yqjA.5UTR,sdsR,47,U,2.8,2.8,7.29E-03,-10.8,5UTR,sRNA,"required, with yghB, for membrane integrity; inner membrane protein",-,3245650,3246062,+,1921127,1921155,-,6823,57428,23191508,76,963,169.2,111.7,G7609.5UTR,G0-8883,sdsR::yqjA,1191
gabD,sdsR,23,1,55.9,2.5,7.83E-25,-3.8,CDS,sRNA,"succinate-semialdehyde dehydrogenase I, NADP-dependent",-,2790627,2790678,+,1921126,1921172,-,166,57452,23198165,75,963,4.7,111.7,EG11329,G0-8883,gabD::sdsR,1124
gadC,sdsR,51,2,58.1,2.5,5.45E-62,-10.8,CDS,sRNA,predicted glutamate:gamma-aminobutyric acid antiporter,-,1568032,1568156,-,1921127,1921201,-,354,57500,23197901,128,1369,5.9,78.7,G6786,G0-8883,gadC::sdsR,1125
hdeD,sdsR,22,U,7.2,2.5,1.20E-05,-3.0,CDS,sRNA,acid-resistance membrane protein,-,3655333,3655488,+,1921127,1921129,-,1229,57453,23197102,65,963,36.0,111.7,EG11495,G0-8883,hdeD::sdsR,1136
patD,sdsR,12,U,20.5,2.4,1.27E-05,-10.0,CDS,sRNA,-,-,1514114,1514194,+,1921128,1921180,-,236,57463,23198095,37,963,12.5,111.7,G6755,G0-8883,patD::sdsR,1152
hupB.5UTR,sdsR,259,2,2.3,2.3,1.81E-25,-6.9,5UTR,sRNA,"HU, DNA-binding transcriptional regulator, beta subunit",-,460552,460700,+,1921126,1921179,-,45464,57216,23152867,468,963,182.8,111.7,EG10467.5UTR,G0-8883,hupB::sdsR,1139
miaA.hfq.IGT,sdsR,160,1,2.2,2.2,9.68E-13,-8.3,IGT,sRNA,"delta(2)-isopentenylpyrophosphate tRNA-adenosine transferase : HF-I, host factor for RNA phage Q beta replication",-,4398238,4398396,+,1921126,1921193,-,28897,57315,23169434,340,963,159.9,111.7,EG10595.EG10438.IGT,G0-8883,miaA.hfq.IGT::sdsR,1148
rpoE,sdsR,89,U,2.1,2.1,7.61E-04,-8.8,CDS,sRNA,"RNA polymerase, sigma 24 (sigma E) factor",-,2707820,2708227,-,1921128,1921186,-,16864,57386,23181467,288,963,110.2,111.7,EG11897,G0-8883,rpoE::sdsR,1157
kgtP,sdsR,25,1,12.3,2.1,2.88E-12,-13.6,CDS,sRNA,alpha-ketoglutarate transporter,-,2723341,2723393,-,1921128,1921166,-,820,57450,23197511,90,963,17.6,111.7,EG10522,G0-8883,kgtP::sdsR,1143
glgB,sdsR,69,3,14.3,2.0,9.16E-47,-8.5,CDS,sRNA,"1,4-alpha-glucan branching enzyme",-,3571222,3571686,-,1921126,1921180,-,1945,57406,23196386,256,963,14.7,111.7,EG10378,G0-8883,glgB::sdsR,1129
ompC,sdsR,482,3,16.5,2.0,0.00E+00,-9.7,CDS,sRNA,outer membrane porin protein C,-,2310401,2310600,-,1921126,1921201,-,11894,57069,23186361,1394,1369,16.6,78.7,EG10670,G0-8883,ompC::sdsR,1150
gltA.5UTR,sdsR,13,U,30.2,1.9,1.50E-08,-4.8,5UTR,sRNA,citrate synthase,-,753926,754006,-,1921127,1921128,-,174,57462,23198157,53,963,6.6,111.7,EG10402.5UTR,G0-8883,gltA::sdsR,1133
yceF,sdsR,15,U,23.6,1.8,3.58E-09,-5.5,CDS,sRNA,Maf-like protein,-,1145229,1145448,-,1921128,1921130,-,257,57460,23198074,63,963,8.1,111.7,EG11438,G0-8883,sdsR::yceF,1172
glpT,sdsR,36,1,5.1,1.6,6.12E-08,-4.8,CDS,sRNA,sn-glycerol-3-phosphate transporter,-,2350305,2350358,-,1921127,1921196,-,2855,57439,23195476,160,963,33.8,111.7,EG10401,G0-8883,glpT::sdsR,1132
ydiZ,sdsR,12,U,10.9,1.6,1.34E-02,-5.6,CDS,sRNA,predicted protein,-,1805683,1805764,+,1921128,1921135,-,444,57463,23197887,55,963,15.5,111.7,G6929,G0-8883,sdsR::ydiZ,1176
cspD,sdsR,739,3,20.2,1.6,0.00E+00,-7.2,CDS,sRNA,"inhibitor of DNA replication, cold shock protein homolog",-,921551,921891,-,1921126,1921196,-,14924,56736,23183407,3604,963,8.1,111.7,EG11111,G0-8883,cspD::sdsR,1116
iscR,sdsR,28,U,4.3,1.6,1.63E-03,-5.7,CDS,sRNA,DNA-binding transcriptional repressor,-,2660103,2660221,-,1921128,1921169,-,2602,57447,23195729,132,963,37.3,111.7,G7326,G0-8883,iscR::sdsR,1141
oppA,sdsR,42,1,4.0,1.5,1.06E-06,-9.0,CDS,sRNA,oligopeptide transporter subunit,-,1299203,1299300,+,1921128,1921181,-,4234,57433,23194097,201,963,39.8,111.7,EG10674,G0-8883,oppA::sdsR,1151
yqaB,sdsR,13,U,11.3,1.5,1.95E-03,-14.7,CDS,sRNA,fructose-1-P and 6-phosphogluconate phosphatase,-,2815151,2815536,-,1921127,1921188,-,464,57462,23197867,63,963,14.2,111.7,G7408,G0-8883,sdsR::yqaB,1190
artI,sdsR,14,3,7.9,1.4,1.22E-02,-8.2,CDS,sRNA,arginine transporter subunit,-,901603,901694,-,1921128,1921203,-,715,57537,23197540,55,1369,24.8,78.7,EG11625,G0-8883,artI::sdsR,1109
yjgZ.insG.IGR,sdsR,16,U,29.0,1.4,1.82E-11,-10.8,IGR,sRNA,KpLE2 phage-like element; predicted protein : IS4 transposase,-,4499860,4499993,+,1921128,1921183,-,223,57459,23198108,91,963,4.9,111.7,G7899.G7900.IGR,G0-8883,sdsR::yjgZ.insG.IGR,1189
sra.bdm.IGT,sdsR,39,2,9.5,1.3,5.97E-18,-4.4,IGT,sRNA,Stationary-phase-induced ribosome-associated protein : biofilm-dependent modulation protein,-,1554007,1554071,-,1921127,1921187,-,1663,57436,23196668,220,963,14.5,111.7,EG11508.G6776.IGT,G0-8883,sdsR::sra.bdm.IGT,1164
lepA,sdsR,10,U,13.8,1.2,3.32E-02,-7.3,CDS,sRNA,"back-translocating Elongation Factor EF4, GTPase",-,2703345,2703452,-,1921128,1921164,-,293,57465,23198038,62,963,9.1,111.7,EG10529,G0-8883,lepA::sdsR,1147
kgtP,sdsR,51,1,2.5,1.2,3.07E-02,-8.4,CDS,sRNA,alpha-ketoglutarate transporter,-,2723718,2723800,-,1921128,1921196,-,8127,57424,23190204,316,963,48.4,111.7,EG10522,G0-8883,kgtP::sdsR,1144
yhcB,sdsR,39,2,8.2,1.1,9.63E-16,-8.3,CDS,sRNA,conserved protein,-,3378150,3378396,+,1921127,1921171,-,1929,57436,23196402,258,963,14.3,111.7,G7681,G0-8883,sdsR::yhcB,1181
artI,sdsR,35,3,6.5,0.9,3.75E-11,-8.0,CDS,sRNA,arginine transporter subunit,-,901719,902200,-,1921128,1921202,-,2165,57516,23196090,218,1369,18.9,78.7,EG11625,G0-8883,artI::sdsR,1110
bamA,sdsR,19,U,16.0,0.9,4.92E-10,-6.2,CDS,sRNA,"outer membrane protein assembly factor, forms pores; required for OM biogenesis; in BamABCD OM protein complex",-,197757,197947,+,1921128,1921170,-,480,57456,23197851,161,963,5.8,111.7,G6093,G0-8883,bamA::sdsR,1113
glgC,sdsR,26,U,5.1,0.8,2.41E-04,-6.7,CDS,sRNA,glucose-1-phosphate adenylyltransferase,-,3567114,3567480,-,1921126,1921199,-,2054,57449,23196277,235,963,16.6,111.7,EG10379,G0-8883,glgC::sdsR,1130
yegP,sdsR,27,1,12.1,0.8,1.82E-13,-6.7,CDS,sRNA,"conserved protein, UPF0339 family",-,2163172,2163365,+,1921127,1921181,-,899,57448,23197432,252,963,6.9,111.7,G7117,G0-8883,sdsR::yegP,1177
